Original_SMILES,R1,R2,R3,R4,cellv
COC1(C)CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COC1(C)CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],26.08790985
CN1N=CN=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1ncnc1[*:1],[H][*:2],F[*:3],[H][*:4],25.99109102
COC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],25.80908751
CO[C@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CO[C@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],25.78396575
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1,c1cn([*:1])cn1,[H][*:2],Cl[*:3],[H][*:4],25.75330001
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2=CN=CC=C2)C=CN=C1,c1cncc(O[*:1])c1,[H][*:2],Cl[*:3],[H][*:4],25.56736357
COC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COC1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],25.37013081
CC1=C(N=CC=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cccnc1[*:1],[H][*:2],F[*:3],[H][*:4],25.36330307
CN(C)C(=O)[C@@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)C(=O)[C@H]1CC[C@@H](O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],25.24620218
CC1(CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1)S(C)(=O)=O,CC1(S(C)(=O)=O)CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],25.06284509
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)CCC1=O,CN1CC2(CCC1=O)CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],24.98154814
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=CC=N1,c1ccc([*:1])nc1,[H][*:2],F[*:3],[H][*:4],24.9346423
CS(=O)(=O)CC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)CC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],24.90385753
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)S(=O)(=O)C2COC2)C(F)=CN=C1,O=S(=O)(C1COC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],24.86765316
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2COC2)C(F)=CN=C1,O=C(C1COC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],24.76178591
CC(=O)N1CCCC11CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CCCC12CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],24.64613393
CC1=C(C=NC=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccncc1[*:1],[H][*:2],F[*:3],[H][*:4],24.58726509
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(O)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(O)C1,F[*:2],F[*:3],[H][*:4],24.54752731
CC1=CC=NN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1C,Cc1ccnn1[*:1],C[*:2],F[*:3],[H][*:4],24.47361456
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1,c1cn([*:1])cn1,[H][*:2],F[*:3],[H][*:4],24.07166582
CNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],24.05636212
CN(C)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)S(=O)(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],23.91524893
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)S(=O)(=O)N1CCOCC1,O=S(=O)(C1CCN([*:1])CC1)N1CCOCC1,[H][*:2],F[*:3],[H][*:4],23.80740945
CCOC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CCOC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],23.77497658
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)S(=O)(=O)C2CC2)C(F)=CN=C1,O=S(=O)(C1CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],23.51557282
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CN=CN=C1,c1ncc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],23.42019026
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCOCC2)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCOCC1,F[*:2],F[*:3],[H][*:4],23.35250762
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=C(Cl)N=CC=C1,Clc1ncccc1[*:1],[H][*:2],F[*:3],[H][*:4],23.35195575
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)S(=O)(=O)N1CCC1,O=S(=O)(C1CCN([*:1])CC1)N1CCC1,[H][*:2],F[*:3],[H][*:4],23.16755209
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=C(F)N=CC=C1,Fc1ncccc1[*:1],[H][*:2],F[*:3],[H][*:4],23.14633853
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)C#N)C(F)=CN=C1,N#CC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],23.04501453
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C(=O)C1(CC1)C#N,N#CC1(C(=O)N2CCC([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],22.99546891
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCCC1,O=C(C1CCN([*:1])CC1)N1CCCC1,[H][*:2],F[*:3],[H][*:4],22.99115404
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(F)(F)C1,O=C(C1CCN([*:1])CC1)N1CC(F)(F)C1,[H][*:2],F[*:3],[H][*:4],22.97408036
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)C1CC1,O=S(=O)(C1CC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],22.92359453
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],22.82687431
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OCCN2CCOCC2)C=CN=C1,C1CN(CCO[*:1])CCO1,[H][*:2],Cl[*:3],[H][*:4],22.75130165
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(C1)C#N,N#CC1CN(C(=O)C2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],22.74086658
CN1C(=O)CCC11CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1C(=O)CCC12CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],22.69432008
CN1CCN(CC11CCOCC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC12CCOCC2,[H][*:2],F[*:3],[H][*:4],22.67574515
CC1=C(C=CC=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncccc1[*:1],[H][*:2],F[*:3],[H][*:4],22.64046559
CC1=C(N=CN=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cncnc1[*:1],[H][*:2],F[*:3],[H][*:4],22.58815829
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)OC1=O,CN1CC2(CCN([*:1])CC2)OC1=O,[H][*:2],F[*:3],[H][*:4],22.5333546
CC1=NC=CN=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nccnc1[*:1],[H][*:2],F[*:3],[H][*:4],22.23468919
CC1(O)CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC1(O)CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],22.18891771
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CN=CC=C1,c1cncc([*:1])c1,[H][*:2],F[*:3],[H][*:4],22.000107699999997
CN1C(=O)C=CC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1c([*:1])cccc1=O,[H][*:2],F[*:3],[H][*:4],21.96829825
CC(C)(C)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)(C)NC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],21.84155586
CN1CC2(CC1=O)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC2(CCN([*:1])CC2)CC1=O,[H][*:2],F[*:3],[H][*:4],21.73359085
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)OC1=O,CN1CC2(CCN([*:1])CC2)OC1=O,F[*:2],F[*:3],[H][*:4],21.62325582
CC1=C(C=CN=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cnccc1[*:1],[H][*:2],F[*:3],[H][*:4],21.603909899999998
CN1N=CC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1nccc1[*:1],[H][*:2],F[*:3],[H][*:4],21.51137061
CC1(O)CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC1(O)CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],21.49966887
CN1C=C(C(C)=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nn(C)cc1[*:1],[H][*:2],F[*:3],[H][*:4],21.45110521
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(F)(F)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(F)(F)C1,F[*:2],F[*:3],[H][*:4],21.35628286
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1C(F)(F)F,FC(F)(F)c1nccn1[*:1],[H][*:2],F[*:3],[H][*:4],21.2000128
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCC2)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],21.11942345
CC(C)(O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC(C)(O)C1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],21.095293899999998
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCOCC2C1,C1CN2CCN([*:1])CC2CO1,[H][*:2],F[*:3],[H][*:4],21.07459131
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C(=O)C1CC1,O=C(C1CC1)N1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],21.06459689
CS(=O)(=O)C1=CC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)c1ccc([*:1])cc1,[H][*:2],F[*:3],[H][*:4],20.93436211
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCC1,O=C(C1CCN([*:1])CC1)N1CCC1,[H][*:2],F[*:3],[H][*:4],20.75727723
COCC1CN(CCN1C)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COCC1CN([*:1])CCN1C,[H][*:2],Cl[*:3],[H][*:4],20.55747434
NCCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,NCCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],20.52036677
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC(=O)N3CCC3)CC2)C(F)=CN=C1,O=C(CN1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],20.49109469
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CCC2(COC2)C1,O=C(C1CCN([*:1])CC1)N1CCC2(COC2)C1,[H][*:2],F[*:3],[H][*:4],20.45052544
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)S(=O)(=O)C1CC1,O=S(=O)(C1CC1)N1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],20.17772646
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CC2)C(F)=CN=C1,O=C(C1CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],19.95704055
CC1=C(C=CC(F)=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nc(F)ccc1[*:1],[H][*:2],F[*:3],[H][*:4],19.93585348
CC1=NC=CN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nccn1[*:1],[H][*:2],F[*:3],[H][*:4],19.91862042
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1,[H][*:2],N#CC[*:3],[H][*:4],19.88697683
CN1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN2CCN([*:1])CC2C1=O,[H][*:2],F[*:3],[H][*:4],19.83369725
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],19.79363943
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C2CCC1CC(O)C2,OC1CC2CCC(C1)N2[*:1],[H][*:2],Cl[*:3],[H][*:4],19.73383875
CN1CCN(CC1CO)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1CO,[H][*:2],Cl[*:3],[H][*:4],19.56282189
CC1=NN=C(O1)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nnc(N2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],19.35962175
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(F)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(F)C1,F[*:2],F[*:3],[H][*:4],19.35239359
CC(=O)N1CCC2(C1)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CCC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],19.15531923
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3CCOC[C@H]3C2)C(F)=CN=C1,C1CN2CCN([*:1])C[C@@H]2CO1,F[*:2],F[*:3],[H][*:4],19.14728032
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2CCOC[C@H]2C1,C1CN2CCN([*:1])C[C@@H]2CO1,[H][*:2],F[*:3],[H][*:4],19.06023355
COC1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COc1ccc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],19.01413369
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C1COC1,C1OCC1N1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],18.98081653
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC3(COC3)CC2)C(F)=CN=C1,C1CC2(CCN1[*:1])COC2,F[*:2],F[*:3],[H][*:4],18.96046253
CN1C=C(C=CC1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1cc([*:1])ccc1=O,[H][*:2],F[*:3],[H][*:4],18.83198091
CC1=C(C)N(C=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncn([*:1])c1C,[H][*:2],F[*:3],[H][*:4],18.81652344
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC2(COC2)C1,O=C(C1CCN([*:1])CC1)N1CC2(COC2)C1,[H][*:2],F[*:3],[H][*:4],18.76286713
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC([*:1])CC1,F[*:2],F[*:3],[H][*:4],18.76251683
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2C=CN=C2C1,c1cn2c(n1)CN([*:1])CC2,[H][*:2],Cl[*:3],[H][*:4],18.72671651
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC3(COC3)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC2(COC2)C1,F[*:2],F[*:3],[H][*:4],18.70266075
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=NC=C1,c1cc([*:1])ccn1,[H][*:2],F[*:3],[H][*:4],18.67892965
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC2(CCO2)C1,O=C(C1CCN([*:1])CC1)N1CC2(CCO2)C1,[H][*:2],F[*:3],[H][*:4],18.60109946
CN1C=CN=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1ccnc1[*:1],[H][*:2],F[*:3],[H][*:4],18.5252231
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2CCCC2=O)C(F)=CN=C1,O=C1CCCN1C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],18.3461154
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C(=O)N1CC(F)C1,O=C(C1CCN([*:1])CC1)N1CC(F)C1,[H][*:2],F[*:3],[H][*:4],18.26439924
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],18.25751902
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCCC1=O,O=C1CCCN1C1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],18.23560741
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=NC(=C1)C(F)(F)F,FC(F)(F)c1cn([*:1])cn1,[H][*:2],F[*:3],[H][*:4],17.98030987
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3CCOC[C@@H]3C2)C(F)=CN=C1,C1CN2CCN([*:1])C[C@H]2CO1,F[*:2],F[*:3],[H][*:4],17.87500744
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC2(COC2)CC1,C1CC2(CCN1[*:1])COC2,[H][*:2],F[*:3],[H][*:4],17.74488357
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1F,CN1CCN([*:1])CC1,F[*:2],N#CC[*:3],[H][*:4],17.72143153
CN1CC(C1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(NC(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],17.70840849
CN1CCC[C@@H]1COC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC[C@@H]1CO[*:1],[H][*:2],Cl[*:3],[H][*:4],17.66049272
CN1CCC[C@H]1COC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC[C@H]1CO[*:1],[H][*:2],Cl[*:3],[H][*:4],17.55042949
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],17.50767391
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)[C@H]2CCOC2)C(F)=CN=C1,C1C[C@H](N2CCN([*:1])CC2)CO1,F[*:2],F[*:3],[H][*:4],17.47373739
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CCN([*:1])CC1,Cl[*:2],F[*:3],[H][*:4],17.45444718
CN1C[C@@H]2CCN(C[C@@H]2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1C[C@@H]2CCN([*:1])C[C@@H]2C1=O,[H][*:2],F[*:3],[H][*:4],17.17084895
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],N#CC[*:3],[H][*:4],17.08459252
NCC1CN(CCO1)C1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,NCC1CN([*:1])CCO1,[H][*:2],N#CC[*:3],[H][*:4],17.03841737
COCCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COCCN1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],17.03400944
COCCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COCCN1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],17.02948313
CC1=NN=C(O1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nnc(C2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],17.02434722
CN(C)CCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CN(C)CCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],16.8342388
CC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(N4CCC(CC4)C4COC4)C(F)=CN=C3)=C2N=C1,C1CN([*:1])CCC1C1COC1,F[*:2],CC(C#N)[*:3],[H][*:4],16.54502624
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CN3CCCC3=O)CC2)C(F)=CN=C1,O=C1CCCN1CC1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],16.5399999
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C(F)=CN=C1)C1=CCN(CC1)C1COC1,C1=C([*:1])CCN(C2COC2)C1,F[*:2],F[*:3],[H][*:4],16.52992878
CC(=O)N1CC2(C1)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],16.52380284
CN1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN2CCN([*:1])CC2C1=O,F[*:2],F[*:3],[H][*:4],16.47417849
CC1=NC(=CN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1)C(F)(F)F,Cc1nc(C(F)(F)F)cn1[*:1],[H][*:2],F[*:3],[H][*:4],16.46202441
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C1=NN=CO1,c1nnc(C2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],16.24291998
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1C#N,CN1CCN([*:1])CC1,N#C[*:2],F[*:3],[H][*:4],16.24171997
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C1COC1,C1OCC1N1CCC([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],16.19783851
CN1CC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC[C@H](O[*:1])C1,[H][*:2],F[*:3],[H][*:4],16.12954322
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],16.12125436
CC1CN(C)CCN1C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC1CN(C)CCN1[*:1],[H][*:2],Cl[*:3],[H][*:4],16.09245511
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC(Cl)=C1,CN1CCN([*:1])CC1,[H][*:2],Cl[*:3],Cl[*:4],16.05742016
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C2CCN(CC2)C2COC2)C(F)=CN=C1,C1OCC1N1CCC([*:1])CC1,F[*:2],F[*:3],[H][*:4],15.99799397
CNC1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CNC1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],15.95042615
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2CCOC2)C(F)=CN=C1,C1CC(N2CCN([*:1])CC2)CO1,F[*:2],F[*:3],[H][*:4],15.94821833
