Original_SMILES,R1,R2,R3,R4,cellv
CN1CCC(CC1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(OC2CCN([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],7.007083177999999
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CC[C@@H](F)C1,F[C@@H]1CCN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],6.9678449339999995
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCC1,C1CN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],6.964707343
CN(C)CC1=NC=C(OC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)C=C1,CN(C)Cc1ccc(O[*:1])cn1,[H][*:2],F[*:3],[H][*:4],6.934442679
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(N=C1)C(=O)N1CCC(CC1)N1CCCC1,O=C(c1ccc([*:1])cn1)N1CCC(N2CCCC2)CC1,[H][*:2],F[*:3],[H][*:4],6.909731501
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],F[*:3],[H][*:4],6.883745843
CN1CCN(CC1)C(=O)C1=CC(C)=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cc(C(=O)N2CCN(C)CC2)ccc1[*:1],[H][*:2],F[*:3],[H][*:4],6.868451201
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C23CCN(CC2)CC3)C(F)=CN=C1,O=C(N1CCN([*:1])CC1)C12CCN(CC1)CC2,F[*:2],F[*:3],[H][*:4],6.732020226
CN1CCN(CC1)C(=O)C1=CC(Cl)=C(N=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)c2cnc([*:1])c(Cl)c2)CC1,[H][*:2],F[*:3],[H][*:4],6.717986357999999
CN1CCC(CC1)C(=O)N1CCC(=CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(C(=O)N2CC=C([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],6.65745429
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2C[C@]3(CCN3)C2)C=CN=C1,C1C[C@]2(C[C@H](O[*:1])C2)N1,[H][*:2],Cl[*:3],[H][*:4],6.5492205310000005
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],Cl[*:3],[H][*:4],6.54193607
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCN3CCC2CC3)C(Cl)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCN2CCC1CC2,Cl[*:2],F[*:3],[H][*:4],6.501039124
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C(=O)C12CCN(CC1)CC2,O=C(N1CCC([*:1])CC1)C12CCN(CC1)CC2,[H][*:2],F[*:3],[H][*:4],6.3921549639999995
CN(C)C1CN(C1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)C1CN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],6.356881482
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(C=C1)C(=O)N1CCN(CC1)C1COC1,O=C(c1ccc([*:1])cc1)N1CCN(C2COC2)CC1,[H][*:2],F[*:3],[H][*:4],6.312895757000001
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC2(CCNC2)CC1,C1CC2(CCN([*:1])CC2)CN1,[H][*:2],F[*:3],[H][*:4],6.264783431000001
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC(N)=C1,CN1CCN([*:1])CC1,[H][*:2],Cl[*:3],N[*:4],6.146215569
CN1CCOC[C@@H]1C1=CC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCOC[C@@H]1c1ccc([*:1])cc1,[H][*:2],F[*:3],[H][*:4],6.1029178
CN1CCN(CC1)C(=O)C1=CC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)c2ccc([*:1])cc2)CC1,[H][*:2],F[*:3],[H][*:4],6.079847622000001
CN1CC2CN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CC2CN([*:1])CC2C1,Cl[*:2],F[*:3],[H][*:4],6.067787527
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(C=C1F)C(=O)N1CCN(CC1)C1COC1,O=C(c1ccc([*:1])c(F)c1)N1CCN(C2COC2)CC1,[H][*:2],F[*:3],[H][*:4],6.058144546
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(N=C1)C(=O)N1CCC(CC1)N1CCC1,O=C(c1ccc([*:1])cn1)N1CCC(N2CCC2)CC1,[H][*:2],F[*:3],[H][*:4],6.031535255
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(C=C1)C(=O)N1CCNCC1,O=C(c1ccc([*:1])cc1)N1CCNCC1,[H][*:2],F[*:3],[H][*:4],6.027530914
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)CC1,CN1CCN(CC2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],5.919898278
CN1CCN(CC1)C(=O)C1=CC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)c2ccc([*:1])cc2)CC1,F[*:2],F[*:3],[H][*:4],5.896333713
CN1CC[C@H](C1)OC1=NC(C)=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nc(O[C@@H]2CCN(C)C2)ccc1[*:1],[H][*:2],F[*:3],[H][*:4],5.711313789
CN(C)CCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],5.644074679
CN1CCN(CC1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCN(C2CCN([*:1])CC2)CC1,[H][*:2],Cl[*:3],[H][*:4],5.63322847
CN1CCN(CC1)C1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(c2ccc([*:1])cn2)CC1,[H][*:2],F[*:3],[H][*:4],5.374042632999999
CN1CCN(CC1)C1=NC(C)=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nc(N2CCN(C)CC2)ccc1[*:1],[H][*:2],F[*:3],[H][*:4],5.281780585
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCN2C=NC=C2C1,c1ncn2c1CN(C1CCN([*:1])CC1)CC2,[H][*:2],Cl[*:3],[H][*:4],5.150537149
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(C=C1)C(=O)N1CCN2CCC1CC2,O=C(c1ccc([*:1])cc1)N1CCN2CCC1CC2,[H][*:2],F[*:3],[H][*:4],5.139634716000001
CN(C)C1CCN(C1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)C1CCN(C2CCN([*:1])CC2)C1,[H][*:2],Cl[*:3],[H][*:4],5.088931765
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCN2C=CN=C2C1,c1cn2c(n1)CN(C1CCN([*:1])CC1)CC2,[H][*:2],Cl[*:3],[H][*:4],5.050112643
CNC1=CC(N2CCN(C)CC2)=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=N1,CN1CCN([*:1])CC1,[H][*:2],F[*:3],CN[*:4],4.945048645
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(=CN4N=C3N)C3(CC3)C#N)C=NC=C2F)CC1,CN1CCN(CC2CCN([*:1])CC2)CC1,F[*:2],N#CC1([*:3])CC1,[H][*:4],4.619664704
